UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,datetime,plant,temperature,humidity,rainfall,temp_gap,humidity_stress
671,L47850,L,297.6,309.0,1822,25.4,202,0,0,0,0,0,0,2023-01-28 22:00:00,Plant_A,23.47,59.03,0.2,12.379999999999995,0.5903
672,L47851,L,297.5,308.9,1554,34.8,204,0,0,0,0,0,0,2023-01-28 23:00:00,Plant_A,37.94,83.9,0.2,-2.1899999999999977,0.8390000000000001
673,M15532,M,297.6,308.9,1433,43.2,206,0,0,0,0,0,0,2023-01-29 00:00:00,Plant_A,21.6,83.4,2.0,14.149999999999977,0.8340000000000001
674,L47853,L,297.6,308.9,1449,47.7,209,0,0,0,0,0,0,2023-01-29 01:00:00,Plant_A,30.49,80.3,0.0,5.259999999999991,0.8029999999999999
675,L47854,L,297.8,309.0,1456,41.2,0,0,0,0,0,0,0,2023-01-29 02:00:00,Plant_A,28.21,79.5,2.0,7.640000000000043,0.795
676,M15535,M,297.8,309.1,1424,45.5,2,0,0,0,0,0,0,2023-01-29 03:00:00,Plant_A,39.65,55.23,2.0,-3.699999999999932,0.5523
677,H30090,H,297.9,309.2,1577,34.7,5,0,0,0,0,0,0,2023-01-29 04:00:00,Plant_A,22.24,44.05,0.0,13.810000000000002,0.44049999999999995
678,L47857,L,297.9,309.2,1478,39.7,10,0,0,0,0,0,0,2023-01-29 05:00:00,Plant_A,27.96,60.15,0.0,8.090000000000032,0.6015
679,M15538,M,297.8,309.2,1295,61.2,12,0,0,0,0,0,0,2023-01-29 06:00:00,Plant_A,39.39,48.68,0.0,-3.339999999999975,0.4868
680,L47859,L,297.8,309.2,1372,47.3,15,0,0,0,0,0,0,2023-01-29 07:00:00,Plant_A,37.31,74.75,0.0,-1.259999999999991,0.7475
681,M15540,M,297.8,309.1,1432,42.6,17,0,0,0,0,0,0,2023-01-29 08:00:00,Plant_A,36.34,57.3,1.0,-0.38999999999998636,0.573
682,M15541,M,297.7,309.0,1656,33.2,20,0,0,0,0,0,0,2023-01-29 09:00:00,Plant_A,25.16,88.78,0.2,10.689999999999998,0.8878
683,H30096,H,297.8,309.0,1410,48.8,23,0,0,0,0,0,0,2023-01-29 10:00:00,Plant_A,23.42,72.05,0.2,12.430000000000007,0.7204999999999999
684,L47863,L,297.7,309.0,1874,24.4,28,0,0,0,0,0,0,2023-01-29 11:00:00,Plant_A,33.37,81.12,0.0,2.480000000000018,0.8112
685,L47864,L,297.7,309.0,1538,43.2,30,0,0,0,0,0,0,2023-01-29 12:00:00,Plant_A,38.59,46.63,2.0,-2.740000000000009,0.46630000000000005
686,M15545,M,297.7,309.0,1636,29.7,32,0,0,0,0,0,0,2023-01-29 13:00:00,Plant_A,31.14,83.1,0.0,4.710000000000036,0.831
687,M15546,M,297.7,309.0,1504,40.4,35,0,0,0,0,0,0,2023-01-29 14:00:00,Plant_A,31.43,86.14,0.2,4.420000000000016,0.8614
688,M15547,M,297.7,309.0,1531,42.4,38,0,0,0,0,0,0,2023-01-29 15:00:00,Plant_A,25.6,64.35,0.5,10.25,0.6435
689,H30102,H,297.6,309.0,1735,26.4,41,0,0,0,0,0,0,2023-01-29 16:00:00,Plant_A,35.39,70.31,2.0,0.4600000000000364,0.7031000000000001
690,H30103,H,297.6,309.0,1354,55.6,46,0,0,0,0,0,0,2023-01-29 17:00:00,Plant_A,23.74,78.24,0.2,12.110000000000014,0.7824
691,H30104,H,297.6,309.0,1413,40.2,51,0,0,0,0,0,0,2023-01-29 18:00:00,Plant_A,26.47,48.74,0.5,9.379999999999995,0.4874
692,L47871,L,297.7,309.1,1563,39.3,56,0,0,0,0,0,0,2023-01-29 19:00:00,Plant_A,28.51,65.13,0.0,7.440000000000055,0.6513
693,L47872,L,297.7,309.1,1479,42.1,58,0,0,0,0,0,0,2023-01-29 20:00:00,Plant_A,30.15,59.93,0.0,5.800000000000068,0.5992999999999999
694,L47873,L,297.7,309.1,1477,38.3,60,0,0,0,0,0,0,2023-01-29 21:00:00,Plant_A,24.85,47.32,2.0,11.100000000000023,0.4732
695,L47874,L,297.6,309.1,1394,50.0,62,0,0,0,0,0,0,2023-01-29 22:00:00,Plant_A,22.3,58.38,0.2,13.650000000000034,0.5838
696,L47875,L,297.6,309.0,1487,45.4,64,0,0,0,0,0,0,2023-01-29 23:00:00,Plant_A,32.21,43.41,0.0,3.640000000000043,0.4341
697,M15556,M,297.6,309.0,1815,25.3,66,0,0,0,0,0,0,2023-01-30 00:00:00,Plant_A,25.77,41.29,0.5,10.080000000000041,0.4129
698,M15557,M,297.6,308.8,1453,39.7,69,0,0,0,0,0,0,2023-01-30 01:00:00,Plant_A,31.62,46.76,0.0,4.03000000000003,0.46759999999999996
699,L47878,L,297.6,308.8,1539,40.2,72,0,0,0,0,0,0,2023-01-30 02:00:00,Plant_A,23.09,88.16,0.2,12.56000000000006,0.8815999999999999
700,H30113,H,297.5,308.7,1416,39.2,74,0,0,0,0,0,0,2023-01-30 03:00:00,Plant_A,29.62,67.48,0.0,5.930000000000007,0.6748000000000001
701,M15560,M,297.6,308.8,1683,31.6,79,0,0,0,0,0,0,2023-01-30 04:00:00,Plant_A,30.65,88.29,0.2,5.000000000000057,0.8829
702,L47881,L,297.7,308.8,1515,40.1,82,0,0,0,0,0,0,2023-01-30 05:00:00,Plant_A,21.04,61.62,0.0,14.610000000000014,0.6162
703,M15562,M,297.7,308.9,1531,48.3,84,0,0,0,0,0,0,2023-01-30 06:00:00,Plant_A,26.73,55.59,0.0,9.019999999999982,0.5559000000000001
704,H30117,H,297.7,308.9,1479,40.9,87,0,0,0,0,0,0,2023-01-30 07:00:00,Plant_A,22.69,65.31,2.0,13.060000000000002,0.6531
705,L47884,L,297.7,308.9,1516,33.7,92,0,0,0,0,0,0,2023-01-30 08:00:00,Plant_A,21.27,61.98,2.0,14.480000000000018,0.6198
706,L47885,L,297.7,309.0,1507,38.2,94,0,0,0,0,0,0,2023-01-30 09:00:00,Plant_A,39.8,45.28,0.0,-3.9499999999999886,0.45280000000000004
707,M15566,M,297.8,309.0,1434,43.3,96,0,0,0,0,0,0,2023-01-30 10:00:00,Plant_A,26.45,72.04,1.0,9.400000000000034,0.7204
708,L47887,L,297.7,308.9,1838,27.3,99,0,0,0,0,0,0,2023-01-30 11:00:00,Plant_A,36.2,50.8,0.0,-0.44999999999998863,0.508
709,M15568,M,297.6,308.8,1416,45.9,101,0,0,0,0,0,0,2023-01-30 12:00:00,Plant_A,25.09,70.98,0.0,10.56000000000006,0.7098
710,M15569,M,297.6,308.8,1357,49.7,104,0,0,0,0,0,0,2023-01-30 13:00:00,Plant_A,33.63,72.51,0.0,2.0200000000000387,0.7251000000000001
711,M15570,M,297.5,308.7,1697,28.1,107,0,0,0,0,0,0,2023-01-30 14:00:00,Plant_A,35.2,47.6,1.0,0.35000000000002274,0.47600000000000003
712,L47891,L,297.5,308.7,1443,46.2,110,0,0,0,0,0,0,2023-01-30 15:00:00,Plant_A,31.91,43.07,0.5,3.6399999999999864,0.4307
713,L47892,L,297.5,308.7,1453,37.6,112,0,0,0,0,0,0,2023-01-30 16:00:00,Plant_A,29.43,79.04,0.0,6.1200000000000045,0.7904000000000001
714,L47893,L,297.4,308.6,1439,46.4,114,0,0,0,0,0,0,2023-01-30 17:00:00,Plant_A,28.24,62.99,0.2,7.210000000000036,0.6299
715,L47894,L,297.4,308.6,1609,36.2,116,0,0,0,0,0,0,2023-01-30 18:00:00,Plant_A,26.98,42.91,0.2,8.470000000000027,0.4291
716,L47895,L,297.4,308.6,1324,59.1,118,0,0,0,0,0,0,2023-01-30 19:00:00,Plant_A,38.59,89.74,1.0,-3.1399999999999864,0.8974
717,H30130,H,297.4,308.6,1420,45.8,120,0,0,0,0,0,0,2023-01-30 20:00:00,Plant_A,36.61,42.89,0.0,-1.1599999999999682,0.4289
718,L47897,L,297.4,308.7,1545,36.9,125,0,0,0,0,0,0,2023-01-30 21:00:00,Plant_A,39.3,74.75,2.0,-3.75,0.7475
719,L47898,L,297.5,308.8,1477,39.0,127,0,0,0,0,0,0,2023-01-30 22:00:00,Plant_A,22.49,89.18,0.2,13.160000000000025,0.8918
720,L47899,L,297.4,308.8,1447,58.1,129,0,0,0,0,0,0,2023-01-30 23:00:00,Plant_A,34.62,51.96,0.0,1.0300000000000296,0.5196000000000001
721,L47900,L,297.4,308.9,1809,23.8,131,0,0,0,0,0,0,2023-01-31 00:00:00,Plant_A,38.77,47.11,0.5,-3.019999999999982,0.4711
722,L47901,L,297.5,308.9,1696,30.9,133,0,0,0,0,0,0,2023-01-31 01:00:00,Plant_A,23.62,46.07,0.0,12.129999999999995,0.4607
723,L47902,L,297.5,308.9,1427,44.7,135,0,0,0,0,0,0,2023-01-31 02:00:00,Plant_A,21.33,55.16,0.5,14.420000000000016,0.5516
724,M15583,M,297.4,308.9,1500,46.3,137,0,0,0,0,0,0,2023-01-31 03:00:00,Plant_A,34.82,45.05,1.0,0.9300000000000068,0.45049999999999996
725,L47904,L,297.5,308.9,1390,44.6,140,0,0,0,0,0,0,2023-01-31 04:00:00,Plant_A,31.49,74.61,0.0,4.259999999999991,0.7461
726,L47905,L,297.4,308.8,1640,34.2,142,0,0,0,0,0,0,2023-01-31 05:00:00,Plant_A,36.84,43.11,0.0,-1.1899999999999977,0.4311
727,M15586,M,297.4,308.8,1628,37.4,144,0,0,0,0,0,0,2023-01-31 06:00:00,Plant_A,22.8,65.47,0.0,12.850000000000023,0.6547
728,H30141,H,297.3,308.6,1499,37.6,147,0,0,0,0,0,0,2023-01-31 07:00:00,Plant_A,35.91,89.83,0.5,-0.4599999999999227,0.8983
729,M15588,M,297.4,308.7,1425,50.3,152,0,0,0,0,0,0,2023-01-31 08:00:00,Plant_A,24.03,80.7,0.2,11.520000000000039,0.807
730,L47909,L,297.3,308.6,1586,37.7,155,0,0,0,0,0,0,2023-01-31 09:00:00,Plant_A,23.27,70.76,0.0,12.180000000000064,0.7076
731,M15590,M,297.3,308.6,1471,50.7,157,0,0,0,0,0,0,2023-01-31 10:00:00,Plant_A,23.29,55.31,0.0,12.160000000000025,0.5531
732,M15591,M,297.3,308.6,1431,53.0,160,0,0,0,0,0,0,2023-01-31 11:00:00,Plant_A,36.29,71.19,1.0,-0.839999999999975,0.7119
733,L47912,L,297.2,308.6,1924,22.1,163,0,0,0,0,0,0,2023-01-31 12:00:00,Plant_A,33.3,66.35,1.0,2.150000000000034,0.6635
734,M15593,M,297.1,308.4,1421,42.0,165,0,0,0,0,0,0,2023-01-31 13:00:00,Plant_A,30.46,61.3,0.0,4.7900000000000205,0.613
735,H30148,H,297.0,308.4,1305,54.6,168,0,0,0,0,0,0,2023-01-31 14:00:00,Plant_A,27.18,46.54,0.0,8.069999999999993,0.4654
736,L47915,L,296.9,308.4,1557,32.4,173,0,0,0,0,0,0,2023-01-31 15:00:00,Plant_A,37.54,84.33,0.0,-2.2900000000000205,0.8432999999999999
737,L47916,L,296.9,308.3,1555,38.2,175,0,0,0,0,0,0,2023-01-31 16:00:00,Plant_A,27.85,62.49,0.0,7.300000000000011,0.6249
738,H30151,H,296.9,308.3,1474,39.2,177,0,0,0,0,0,0,2023-01-31 17:00:00,Plant_A,36.33,49.73,0.0,-1.17999999999995,0.49729999999999996
739,L47918,L,296.8,308.3,1506,45.9,182,0,0,0,0,0,0,2023-01-31 18:00:00,Plant_A,28.78,58.39,1.0,6.370000000000061,0.5839
740,L47919,L,296.9,308.4,1390,41.8,184,0,0,0,0,0,0,2023-01-31 19:00:00,Plant_A,27.54,60.71,0.0,7.7099999999999795,0.6071
741,M15600,M,296.9,308.4,1450,46.9,186,0,0,0,0,0,0,2023-01-31 20:00:00,Plant_A,29.25,81.38,0.5,6.0,0.8138
742,L47921,L,296.9,308.3,1513,38.8,189,0,0,0,0,0,0,2023-01-31 21:00:00,Plant_A,26.03,76.68,2.0,9.120000000000061,0.7668
743,L47922,L,296.8,308.2,1643,34.7,191,0,0,0,0,0,0,2023-01-31 22:00:00,Plant_A,34.95,78.47,0.5,0.10000000000002274,0.7847
744,L47923,L,296.8,308.2,1361,53.8,193,0,0,0,0,0,0,2023-01-31 23:00:00,Plant_A,30.05,40.55,1.0,5.0,0.40549999999999997
745,L47924,L,296.7,308.1,1450,40.9,195,0,0,0,0,0,0,2023-02-01 00:00:00,Plant_A,24.64,60.81,0.0,10.31000000000006,0.6081
746,L47925,L,296.7,308.0,1451,50.7,197,0,0,0,0,0,0,2023-02-01 01:00:00,Plant_A,37.99,64.07,0.5,-3.1399999999999864,0.6406999999999999
747,L47926,L,296.8,308.1,1289,62.0,199,1,0,0,0,1,0,2023-02-01 02:00:00,Plant_A,27.68,40.96,0.0,7.270000000000039,0.4096
748,L47927,L,296.8,308.1,1356,48.3,201,0,0,0,0,0,0,2023-02-01 03:00:00,Plant_A,30.87,52.99,0.5,4.080000000000041,0.5299
749,H30162,H,296.7,308.1,1528,46.3,203,0,0,0,0,0,0,2023-02-01 04:00:00,Plant_A,38.13,78.01,0.5,-3.17999999999995,0.7801
750,L47929,L,296.6,308.0,1978,22.3,208,0,0,0,0,0,0,2023-02-01 05:00:00,Plant_A,32.48,46.86,0.0,2.3700000000000045,0.4686
751,L47930,L,296.7,308.0,1535,36.8,210,0,0,0,0,0,0,2023-02-01 06:00:00,Plant_A,22.34,66.77,0.2,12.510000000000048,0.6677
752,M15611,M,296.8,308.1,1843,24.2,212,0,0,0,0,0,0,2023-02-01 07:00:00,Plant_A,38.8,50.76,0.5,-3.849999999999966,0.5075999999999999
753,L47932,L,296.9,308.1,1422,48.7,215,0,0,0,0,0,0,2023-02-01 08:00:00,Plant_A,32.55,40.61,0.0,2.400000000000034,0.4061
754,L47933,L,296.8,308.0,1536,40.4,217,0,0,0,0,0,0,2023-02-01 09:00:00,Plant_A,26.7,52.06,2.0,8.150000000000034,0.5206000000000001
755,M15614,M,296.9,308.1,1483,44.3,219,0,0,0,0,0,0,2023-02-01 10:00:00,Plant_A,22.79,88.79,1.0,12.160000000000025,0.8879
756,H30169,H,296.8,308.1,1492,43.7,222,0,0,0,0,0,0,2023-02-01 11:00:00,Plant_A,35.88,80.08,0.2,-0.92999999999995,0.8008
757,L47936,L,296.8,308.0,1584,40.4,227,0,0,0,0,0,0,2023-02-01 12:00:00,Plant_A,32.4,87.98,0.0,2.4500000000000455,0.8798
758,L47937,L,296.9,308.1,1555,33.7,229,0,0,0,0,0,0,2023-02-01 13:00:00,Plant_A,30.67,64.39,0.2,4.28000000000003,0.6439
759,L47938,L,296.8,308.0,1497,41.7,231,0,0,0,0,0,0,2023-02-01 14:00:00,Plant_A,37.88,45.49,0.0,-3.0299999999999727,0.4549
760,M15619,M,296.7,307.8,1537,36.3,233,0,0,0,0,0,0,2023-02-01 15:00:00,Plant_A,35.77,67.4,0.0,-1.1199999999999477,0.674
761,L47940,L,296.7,307.8,1505,39.4,236,0,0,0,0,0,0,2023-02-01 16:00:00,Plant_A,23.03,62.72,0.5,11.620000000000061,0.6272
762,L47941,L,296.7,307.8,1646,34.6,238,0,0,0,0,0,0,2023-02-01 17:00:00,Plant_A,26.23,82.22,0.5,8.420000000000016,0.8222
763,M15622,M,296.7,307.8,1286,60.5,0,0,0,0,0,0,0,2023-02-01 18:00:00,Plant_A,24.97,44.9,0.0,9.680000000000007,0.449
764,L47943,L,296.7,307.8,1400,47.5,3,0,0,0,0,0,0,2023-02-01 19:00:00,Plant_A,34.88,64.41,2.0,-0.22999999999996135,0.6441
765,L47944,L,296.8,307.9,1337,56.5,5,0,0,0,0,0,0,2023-02-01 20:00:00,Plant_A,20.67,47.5,1.0,14.079999999999984,0.475
766,L47945,L,296.9,308.0,1332,53.9,7,0,0,0,0,0,0,2023-02-01 21:00:00,Plant_A,31.4,56.23,0.2,3.4500000000000455,0.5623
767,L47946,L,296.8,308.0,1561,38.3,9,0,0,0,0,0,0,2023-02-01 22:00:00,Plant_A,35.25,76.87,0.0,-0.39999999999997726,0.7687
768,L47947,L,296.9,308.0,1546,31.1,11,0,0,0,0,0,0,2023-02-01 23:00:00,Plant_A,37.54,63.8,0.5,-2.6899999999999977,0.638
769,L47948,L,296.9,308.0,1713,29.3,13,0,0,0,0,0,0,2023-02-02 00:00:00,Plant_A,26.84,58.79,1.0,8.010000000000048,0.5879
770,L47949,L,296.9,308.0,1343,44.5,15,0,0,0,0,0,0,2023-02-02 01:00:00,Plant_A,36.43,59.72,0.2,-1.579999999999984,0.5972
771,L47950,L,296.8,308.0,1391,54.4,17,0,0,0,0,0,0,2023-02-02 02:00:00,Plant_A,22.21,62.97,0.5,12.640000000000043,0.6297
772,H30185,H,296.8,308.0,1311,58.6,19,0,0,0,0,0,0,2023-02-02 03:00:00,Plant_A,36.93,79.25,0.5,-2.079999999999984,0.7925
773,H30186,H,296.8,308.0,1453,51.0,24,0,0,0,0,0,0,2023-02-02 04:00:00,Plant_A,22.55,84.6,0.0,12.300000000000011,0.846
774,L47953,L,296.8,308.0,1510,39.4,29,0,0,0,0,0,0,2023-02-02 05:00:00,Plant_A,27.95,87.77,0.0,6.900000000000034,0.8776999999999999
775,L47954,L,296.8,307.9,1448,48.8,31,0,0,0,0,0,0,2023-02-02 06:00:00,Plant_A,35.95,79.35,0.5,-1.1999999999999886,0.7935
776,L47955,L,296.7,307.8,1453,46.0,33,0,0,0,0,0,0,2023-02-02 07:00:00,Plant_A,23.0,55.77,0.0,11.650000000000034,0.5577000000000001
777,L47956,L,296.7,307.8,1468,39.2,35,0,0,0,0,0,0,2023-02-02 08:00:00,Plant_A,24.59,74.41,0.5,10.06000000000006,0.7441
778,L47957,L,296.7,307.8,1382,47.5,37,0,0,0,0,0,0,2023-02-02 09:00:00,Plant_A,34.45,61.88,1.0,0.20000000000004547,0.6188
779,L47958,L,296.7,308.0,1580,32.2,39,0,0,0,0,0,0,2023-02-02 10:00:00,Plant_A,34.4,52.73,0.5,0.4500000000000455,0.5273
780,L47959,L,296.8,308.0,1666,29.8,41,0,0,0,0,0,0,2023-02-02 11:00:00,Plant_A,32.82,82.04,0.0,2.0300000000000296,0.8204
781,M15640,M,296.9,308.0,1409,50.7,43,0,0,0,0,0,0,2023-02-02 12:00:00,Plant_A,33.88,41.92,2.0,0.9700000000000273,0.4192
782,L47961,L,296.8,308.0,1675,29.7,46,0,0,0,0,0,0,2023-02-02 13:00:00,Plant_A,30.85,85.09,0.0,4.0,0.8509
783,L47962,L,296.8,307.9,1698,30.8,48,0,0,0,0,0,0,2023-02-02 14:00:00,Plant_A,25.04,63.07,0.0,9.70999999999998,0.6307
784,H30197,H,296.7,307.9,1579,33.4,50,0,0,0,0,0,0,2023-02-02 15:00:00,Plant_A,26.91,71.86,0.0,7.839999999999975,0.7186
785,L47964,L,296.7,307.9,1743,27.9,55,0,0,0,0,0,0,2023-02-02 16:00:00,Plant_A,23.63,72.97,0.0,11.120000000000005,0.7297
786,M15645,M,296.9,308.0,1497,44.8,57,0,0,0,0,0,0,2023-02-02 17:00:00,Plant_A,38.17,84.76,0.5,-3.319999999999993,0.8476
787,L47966,L,296.9,308.1,1741,28.8,60,0,0,0,0,0,0,2023-02-02 18:00:00,Plant_A,31.67,71.83,0.0,3.2800000000000296,0.7182999999999999
788,L47967,L,296.9,308.1,1435,45.3,62,0,0,0,0,0,0,2023-02-02 19:00:00,Plant_A,28.02,70.7,0.0,6.930000000000064,0.7070000000000001
789,M15648,M,296.9,308.1,1440,46.3,64,0,0,0,0,0,0,2023-02-02 20:00:00,Plant_A,29.24,43.33,0.0,5.710000000000036,0.43329999999999996
790,M15649,M,296.9,308.0,1641,33.3,67,0,0,0,0,0,0,2023-02-02 21:00:00,Plant_A,38.95,65.92,0.5,-4.099999999999966,0.6592
791,L47970,L,296.8,307.9,1420,45.4,70,0,0,0,0,0,0,2023-02-02 22:00:00,Plant_A,23.07,47.51,1.0,11.680000000000007,0.47509999999999997
792,L47971,L,296.8,307.9,1611,35.4,72,0,0,0,0,0,0,2023-02-02 23:00:00,Plant_A,31.72,76.87,2.0,3.0299999999999727,0.7687
793,L47972,L,296.8,307.8,1373,42.9,74,0,0,0,0,0,0,2023-02-03 00:00:00,Plant_A,30.12,65.61,0.2,4.53000000000003,0.6561
794,M15653,M,296.8,307.9,1683,31.8,76,0,0,0,0,0,0,2023-02-03 01:00:00,Plant_A,32.23,74.01,0.5,2.519999999999982,0.7401000000000001
795,H30208,H,296.9,307.9,1547,32.6,79,0,0,0,0,0,0,2023-02-03 02:00:00,Plant_A,20.36,42.08,0.2,14.389999999999986,0.4208
796,L47975,L,296.9,307.8,1605,37.0,84,0,0,0,0,0,0,2023-02-03 03:00:00,Plant_A,37.44,44.24,0.0,-2.7899999999999636,0.4424
797,M15656,M,296.9,307.9,2010,18.9,86,0,0,0,0,0,0,2023-02-03 04:00:00,Plant_A,38.64,75.82,2.0,-3.8899999999999864,0.7582
798,L47977,L,296.8,307.7,1565,40.1,89,0,0,0,0,0,0,2023-02-03 05:00:00,Plant_A,31.3,43.6,0.2,3.25,0.436
799,M15658,M,296.9,307.8,1828,24.6,91,0,0,0,0,0,0,2023-02-03 06:00:00,Plant_A,33.93,43.56,0.0,0.7200000000000273,0.43560000000000004
800,M15659,M,297.0,307.8,1579,34.1,94,0,0,0,0,0,0,2023-02-03 07:00:00,Plant_A,38.45,40.61,0.0,-3.7999999999999545,0.4061
801,M15660,M,297.0,307.9,1882,24.2,97,0,0,0,0,0,0,2023-02-03 08:00:00,Plant_A,34.14,87.83,0.2,0.6100000000000136,0.8783
802,L47981,L,296.9,307.8,1285,52.1,100,0,0,0,0,0,0,2023-02-03 09:00:00,Plant_A,23.05,76.88,2.0,11.600000000000023,0.7687999999999999
803,L47982,L,296.9,307.8,1571,35.0,102,0,0,0,0,0,0,2023-02-03 10:00:00,Plant_A,31.53,57.66,0.5,3.1200000000000614,0.5766
804,H30217,H,296.9,307.8,1549,37.8,104,0,0,0,0,0,0,2023-02-03 11:00:00,Plant_A,32.13,54.83,0.0,2.5200000000000387,0.5483
805,M15664,M,296.9,307.8,1544,37.6,109,0,0,0,0,0,0,2023-02-03 12:00:00,Plant_A,28.48,57.49,0.5,6.170000000000016,0.5749
806,M15665,M,297.0,307.9,1412,47.4,112,0,0,0,0,0,0,2023-02-03 13:00:00,Plant_A,34.73,78.73,2.0,0.01999999999998181,0.7873
807,M15666,M,297.0,307.9,1422,53.0,115,0,0,0,0,0,0,2023-02-03 14:00:00,Plant_A,38.69,73.07,0.0,-3.9399999999999977,0.7306999999999999
808,L47987,L,297.0,307.7,1867,22.8,118,0,0,0,0,0,0,2023-02-03 15:00:00,Plant_A,38.51,49.26,0.0,-3.9599999999999795,0.4926
809,L47988,L,296.9,307.7,1424,43.3,120,0,0,0,0,0,0,2023-02-03 16:00:00,Plant_A,29.02,48.71,0.2,5.53000000000003,0.48710000000000003
810,L47989,L,296.9,307.6,1452,45.7,122,0,0,0,0,0,0,2023-02-03 17:00:00,Plant_A,22.26,44.92,0.0,12.190000000000055,0.44920000000000004
811,L47990,L,296.9,307.7,1550,39.7,124,0,0,0,0,0,0,2023-02-03 18:00:00,Plant_A,39.7,73.02,0.5,-5.149999999999977,0.7302
812,L47991,L,296.8,307.6,1588,37.6,126,0,0,0,0,0,0,2023-02-03 19:00:00,Plant_A,36.78,78.22,0.0,-2.3299999999999272,0.7822
813,L47992,L,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,2023-02-03 20:00:00,Plant_A,22.49,53.25,0.0,11.960000000000036,0.5325
814,L47993,L,296.8,307.6,1513,40.0,130,0,0,0,0,0,0,2023-02-03 21:00:00,Plant_A,38.42,41.05,0.2,-3.9699999999999704,0.4105
815,M15674,M,296.8,307.5,1470,45.9,132,0,0,0,0,0,0,2023-02-03 22:00:00,Plant_A,37.4,44.11,0.0,-3.0499999999999545,0.4411
816,M15675,M,296.8,307.5,1516,36.7,135,0,0,0,0,0,0,2023-02-03 23:00:00,Plant_A,30.38,88.39,1.0,3.9700000000000273,0.8839
817,L47996,L,296.8,307.6,1434,48.3,138,0,0,0,0,0,0,2023-02-04 00:00:00,Plant_A,31.83,54.77,0.0,2.6200000000000614,0.5477000000000001
818,L47997,L,296.8,307.6,1368,52.0,140,0,0,0,0,0,0,2023-02-04 01:00:00,Plant_A,27.98,78.46,0.0,6.470000000000027,0.7846
819,L47998,L,296.8,307.6,1304,48.7,142,0,0,0,0,0,0,2023-02-04 02:00:00,Plant_A,21.1,71.23,0.0,13.350000000000023,0.7123
820,L47999,L,296.8,307.6,1398,46.7,144,0,0,0,0,0,0,2023-02-04 03:00:00,Plant_A,26.7,59.1,0.5,7.750000000000057,0.591
821,L48000,L,296.7,307.6,1516,37.4,146,0,0,0,0,0,0,2023-02-04 04:00:00,Plant_A,36.06,50.28,2.0,-1.6099999999999568,0.5028
822,L48001,L,296.7,307.6,1474,41.7,148,0,0,0,0,0,0,2023-02-04 05:00:00,Plant_A,20.09,46.07,0.5,14.36000000000007,0.4607
823,M15682,M,296.7,307.6,1547,34.7,150,0,0,0,0,0,0,2023-02-04 06:00:00,Plant_A,26.67,70.75,0.2,7.78000000000003,0.7075
824,M15683,M,296.6,307.5,1482,39.9,153,0,0,0,0,0,0,2023-02-04 07:00:00,Plant_A,27.96,78.73,0.5,6.390000000000043,0.7873
825,L48004,L,296.6,307.4,1436,42.8,156,0,0,0,0,0,0,2023-02-04 08:00:00,Plant_A,30.75,72.2,0.0,3.5,0.722
826,L48005,L,296.6,307.3,1474,40.0,158,0,0,0,0,0,0,2023-02-04 09:00:00,Plant_A,38.4,66.52,0.5,-4.249999999999943,0.6652
827,L48006,L,296.5,307.2,1481,38.2,160,0,0,0,0,0,0,2023-02-04 10:00:00,Plant_A,26.93,42.1,0.2,7.1200000000000045,0.42100000000000004
828,L48007,L,296.5,307.3,1501,42.1,162,0,0,0,0,0,0,2023-02-04 11:00:00,Plant_A,26.94,88.42,1.0,7.210000000000036,0.8842
829,L48008,L,296.5,307.3,1566,37.2,164,0,0,0,0,0,0,2023-02-04 12:00:00,Plant_A,34.75,79.94,0.0,-0.5999999999999659,0.7994
830,L48009,L,296.5,307.3,1579,34.5,166,0,0,0,0,0,0,2023-02-04 13:00:00,Plant_A,29.04,54.64,2.0,5.110000000000014,0.5464
831,L48010,L,296.6,307.4,1631,35.0,168,0,0,0,0,0,0,2023-02-04 14:00:00,Plant_A,24.49,89.0,0.0,9.759999999999991,0.89
832,M15691,M,296.6,307.4,1544,42.3,170,0,0,0,0,0,0,2023-02-04 15:00:00,Plant_A,29.05,70.09,0.5,5.199999999999989,0.7009000000000001
833,L48012,L,296.6,307.4,1521,38.6,173,0,0,0,0,0,0,2023-02-04 16:00:00,Plant_A,22.82,69.12,0.0,11.430000000000007,0.6912
834,L48013,L,296.6,307.4,1616,28.0,175,0,0,0,0,0,0,2023-02-04 17:00:00,Plant_A,23.53,77.4,0.0,10.720000000000027,0.774
835,H30248,H,296.6,307.4,1333,50.2,177,0,0,0,0,0,0,2023-02-04 18:00:00,Plant_A,29.97,80.59,1.0,4.279999999999973,0.8059000000000001
836,M15695,M,296.7,307.4,1533,32.5,182,0,0,0,0,0,0,2023-02-04 19:00:00,Plant_A,28.38,72.82,0.5,5.8700000000000045,0.7282
837,L48016,L,296.6,307.4,1368,45.1,185,0,0,0,0,0,0,2023-02-04 20:00:00,Plant_A,38.3,46.4,2.0,-4.050000000000011,0.46399999999999997
838,L48017,L,296.6,307.4,1465,47.8,187,0,0,0,0,0,0,2023-02-04 21:00:00,Plant_A,27.25,56.91,0.2,7.0,0.5690999999999999
